Date,Price,Open,High,Low,Vol.,Change %
12/4/23,1130.863075051926,1124.0025409411019,1120.943622088153,1135.5807758511503,663618.4825880247,0.9145407628733142
12/5/23,1127.9488543732186,1125.9869318067122,1126.365866105533,1137.4348087254,657774.4930876276,0.9117654387219206
12/6/23,1127.140006136949,1126.2114910864584,1127.99489769616,1135.8091946363945,655757.8043547638,0.9123985919033281
12/7/23,1126.9389266507358,1125.8537951716837,1128.451000851328,1134.4297824624332,655422.2610434126,0.9103979072654658
12/8/23,1126.7325300807533,1125.6963103589876,1128.5143208210654,1133.5179312900627,655509.916696154,0.9089111198802442
12/11/23,1126.6759430072934,1125.4895181772308,1128.4617502551557,1133.0794108772961,655866.3414086066,0.9067946924849293
12/12/23,1126.7213547572837,1125.2577433326744,1128.334845499559,1132.7986543470959,656316.218096302,0.9050177363387557
12/13/23,1126.7098272289759,1125.2765189440247,1128.3137043458605,1132.7912697187332,656361.8547451482,0.9049558130040389
12/14/23,1126.7057473969664,1125.2782997423913,1128.2997558415307,1132.7833051811767,656386.4269916841,0.9049303867956839
12/15/23,1126.70373998055,1125.275943515981,1128.2931110875859,1132.7795699943313,656398.3066596354,0.9049117064667008
12/18/23,1126.7024248809396,1125.2737493179934,1128.2904827114835,1132.7781085629902,656403.6464422786,0.9048983327977489
12/19/23,1126.701549659475,1125.2723569335562,1128.2898632852682,1132.7777573080048,656405.7442140314,0.9048905241102483
12/20/23,1126.7010485611752,1125.2717474341155,1128.2898161053845,1132.777547457596,656406.4434712823,0.9048868854685301
12/21/23,1126.700837691755,1125.271624019943,1128.2898435001557,1132.7774429084677,656406.4839241811,0.9048855200553093
12/22/23,1126.70074699523,1125.2715626914276,1128.2898632852682,1132.7773549066833,656406.5648299787,0.9048848484196169
12/25/23,1126.700714495642,1125.2715384628784,1128.2898724168588,1132.7773090254111,656406.6245461627,0.9048845310533007
12/26/23,1126.7007001353588,1125.2715293771726,1128.2898754607222,1132.7772864608512,656406.6611464045,0.9048843612992247
12/27/23,1126.7006971121414,1125.271527105746,1128.2898739387904,1132.7772759307231,656406.6784833611,0.9048843096349406
12/28/23,1126.7006956005325,1125.2715263486039,1128.2898754607222,1132.777273674267,656406.6804096897,0.9048842874931046
12/29/23,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.777271417811,656406.6842623467,0.9048842653512685
1/2/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777270665659,656406.6861886751,0.9048842579706565
1/3/24,1126.700694844728,1125.2715248343195,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842579706565
1/4/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777271417811,656406.6881150036,0.9048842579706565
1/5/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.777271417811,656406.6861886751,0.9048842505900445
1/8/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777271417811,656406.6842623467,0.9048842505900445
1/9/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6881150036,0.9048842505900445
1/10/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842579706565
1/11/24,1126.700696356337,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
1/12/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842579706565
1/15/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842505900445
1/16/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842505900445
1/17/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842579706565
1/18/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777271417811,656406.6861886751,0.9048842505900445
1/19/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
1/22/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
1/23/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
1/24/24,1126.700694844728,1125.2715263486039,1128.2898754607222,1132.7772729221151,656406.6842623467,0.9048842505900445
1/25/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777271417811,656406.6881150036,0.9048842505900445
1/26/24,1126.700696356337,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
1/29/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
1/30/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
1/31/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842579706565
2/1/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6881150036,0.9048842579706565
2/2/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
2/5/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
2/6/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
2/7/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
2/15/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842579706565
2/16/24,1126.700694088924,1125.2715263486039,1128.2898754607222,1132.7772729221151,656406.6861886751,0.9048842505900445
2/19/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6881150036,0.9048842505900445
2/20/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777271417811,656406.6861886751,0.9048842505900445
2/21/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
2/22/24,1126.700694844728,1125.2715248343195,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
2/23/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842579706565
2/26/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
2/27/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
2/28/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
2/29/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
3/1/24,1126.700694844728,1125.2715263486039,1128.2898754607222,1132.777272169963,656406.6842623467,0.9048842505900445
3/4/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
3/5/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6881150036,0.9048842505900445
3/6/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
3/7/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
3/8/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
3/11/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842579706565
3/12/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
3/13/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
3/14/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842505900445
3/15/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
3/18/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
3/19/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
3/20/24,1126.700694088924,1125.2715263486039,1128.2898754607222,1132.7772729221151,656406.6842623467,0.9048842505900445
3/21/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
3/22/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
3/25/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.777273674267,656406.6842623467,0.9048842505900445
3/26/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842579706565
3/27/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
3/28/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
3/29/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
4/1/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
4/2/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
4/3/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
4/4/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
4/5/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
4/8/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
4/9/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
4/10/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
4/11/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
4/12/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777273674267,656406.6881150036,0.9048842505900445
4/15/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6881150036,0.9048842505900445
4/16/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777271417811,656406.6861886751,0.9048842505900445
4/17/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
4/19/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
4/22/24,1126.700694088924,1125.2715255914618,1128.2898754607222,1132.777272169963,656406.6861886751,0.9048842505900445
4/23/24,1126.7006956005325,1125.2715248343195,1128.2898754607222,1132.7772729221151,656406.6842623467,0.9048842579706565
4/24/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
4/25/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
4/26/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842579706565
5/2/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6881150036,0.9048842505900445
5/3/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
5/6/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842579706565
5/7/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
5/8/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842505900445
5/9/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842505900445
5/10/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
5/13/24,1126.7006956005325,1125.2715255914618,1128.2898754607222,1132.777272169963,656406.6842623467,0.9048842505900445
5/14/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
5/15/24,1126.700694088924,1125.2715255914618,1128.2898754607222,1132.7772729221151,656406.6861886751,0.9048842505900445
5/16/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
5/17/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
5/20/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
5/21/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
5/22/24,1126.700694088924,1125.2715255914618,1128.2898754607222,1132.777273674267,656406.6842623467,0.9048842579706565
5/23/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
5/24/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
5/27/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
5/28/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
5/29/24,1126.700694844728,1125.2715263486039,1128.2898754607222,1132.7772729221151,656406.6861886751,0.9048842505900445
5/30/24,1126.7006956005325,1125.2715263486039,1128.2898754607222,1132.777272169963,656406.6861886751,0.9048842505900445
5/31/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842579706565
6/3/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
6/4/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842579706565
6/5/24,1126.700694088924,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
6/6/24,1126.7006956005325,1125.2715263486039,1128.2898754607222,1132.777272169963,656406.6861886751,0.9048842505900445
6/7/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
6/10/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
6/11/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
6/12/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842579706565
6/13/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
6/14/24,1126.700694844728,1125.2715255914618,1128.2898754607222,1132.777273674267,656406.6842623467,0.9048842505900445
6/17/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
6/18/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842579706565
6/19/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6861886751,0.9048842505900445
6/20/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842505900445
6/21/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842579706565
6/24/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6881150036,0.9048842505900445
6/25/24,1126.7006956005325,1125.271527105746,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842505900445
6/26/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6881150036,0.9048842505900445
6/27/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
6/28/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842579706565
7/1/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842579706565
7/2/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
7/3/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6842623467,0.9048842505900445
7/4/24,1126.700694088924,1125.2715255914618,1128.2898739387904,1132.777273674267,656406.6861886751,0.9048842505900445
7/5/24,1126.700694844728,1125.2715255914618,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
7/8/24,1126.7006956005325,1125.2715255914618,1128.2898754607222,1132.7772729221151,656406.6881150036,0.9048842505900445
7/9/24,1126.7006956005325,1125.2715248343195,1128.2898739387904,1132.777272169963,656406.6881150036,0.9048842579706565
7/10/24,1126.7006956005325,1125.2715263486039,1128.2898739387904,1132.777272169963,656406.6842623467,0.9048842579706565
7/11/24,1126.7006956005325,1125.2715255914618,1128.2898754607222,1132.777273674267,656406.6842623467,0.9048842505900445
7/12/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777272169963,656406.6881150036,0.9048842505900445
7/15/24,1126.7006956005325,1125.2715255914618,1128.2898739387904,1132.777271417811,656406.6861886751,0.9048842505900445
7/16/24,1126.700694844728,1125.2715263486039,1128.2898739387904,1132.7772729221151,656406.6861886751,0.9048842505900445
